audio_filepath,start,end,text,pronunciation
/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,55.96,62.519,τη δική σου δοκιμασία η οποία έννα πρέπει,ti ðicˈi su ðˌocimasˈia i opˈia ˈena prˈepi
/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,59.239,64.68,να πω τζαί έννα το διαπιστώσουν τζαί οι,na pˈo dzˈe ˈena to ðˌiapistˈosun dzˈe i
/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,62.519,67.96,φίλοι στη συνέχεια πώς έγινε σε μια,fˈili sti sinˈeça pˈos ˈejinˌe se mɲa
/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,64.68,69.479,μεγάλη ευλογία για πάρα πολύ τον κόσμο,meɣˈali ˌevlojˈia jˈa pˈara polˈi toŋ ɡˈosmo
/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,67.96,73.799,Θέλω να θυμηθούμε λίγο την πορεία σου,θˈelo na θˌimiθˈume lˈiɣo tim borˈia su
/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,69.479,78.36,στο στίφο Έτσι ε πρωταθλήτρια στο,sto stˈifo ˈetsi ˈepsilˌon prˌotaθlˈitriˌa sto
/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,73.799,82.03999999999999,αλμαγοντό Ε έλαβες μέρος σε σημαντικές,ˌalmaɣodˈo ˈepsilˌon ˈelavˌez mˈeros se sˌimadicˈes
/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,78.36,85.84,ε έτσι συναντήσεις στίβου ας το πούμε,ˈepsilˌon ˈetsi sˌinadˈisis stˈivu ˈas to pˈume
/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,82.03999999999999,88.92,έτσι Οπότε πότε ξεκινάς με τον κλασσικό,ˈetsi opˈote pˈote ksˌecinˈaz me toŋ ɡlˌassikˈo
/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,85.84,92.03999999999999,αθλητισμό Ε στον κλασσικόν αθλητισμό,ˌaθlitismˈo ˈepsilˌon stoŋ ɡlˌassikˈon ˌaθlitismˈo
/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,88.92,95.119,βρέθηκα λίγον τυχαία ε κάπου δευτέραν,vrˈeθikˌa lˈiɣon diçˈea ˈepsilˌon kˈapu ðeftˈeran
/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,92.03999999999999,97.96000000000001,τρίτη γυμνασίου ε όταν ο αρφός μου,trˈiti jˌimnasˈiu ˈepsilˌon ˈotan o arfˈoz mu
/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,95.119,99.96000000000001,είχε κερδίσει πακύπριους εξαθλό ε,ˌiçe cerðˈisi pacˈipriˌus ˌeksaθlˈo ˈepsilˌon
/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,97.96000000000001,101.28,απροπόνητος οπότε επειδή μετά έννα,ˌapropˈonitˌos opˈote ˌepiðˈi metˈa ˈena
/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,99.96000000000001,103.799,πηγαίνει πανελλήνιούσε πρέπει να,pijˈeni pˌanelˈiɲˈuse prˈepi na
/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,101.28,107.07900000000001,πηγαίνει στο στίβο τζαί πηγαίνα τζαί εγώ,pijˈeni sto stˈivo dzˈe pijˈena dzˈe eɣˈo
/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,103.799,109.07900000000001,μαζί του ε εν ήμουν ιδιαίτερα καλή στο,mazˌi tu ˈepsilˌon ˈen ˌimun ˌiðiˈeterˌa kalˈi sto
/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,107.07900000000001,113.6,πένταθλόν που έκανα εγώ για να κάνουμε,pˈedaθlˈom bu ˈekanˌa eɣˈo janˌa kˈanumˌe
/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,109.07900000000001,116.07900000000001,μαζί ε τζαί μετά Από μία σειρά γεγονότων,mazˌi ˈepsilˌon dzˈe metˈa apˌo mˌia sirˈa jˌeɣonˈoton
/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,113.6,117.84,βρέθηκα στο επικοντό που επειδή εν,vrˈeθikˌa sto ˌepikodˈo pu ˌepiðˈi ˈen
/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,116.07900000000001,121.28,υπήρχαν πολλές επικοντίστριες στην,ipˈirxam bolˈes ˌepikodˈistriˌes stin
/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,117.84,123.92,Κύπρον τότε κατευθείαν είχα βρεθεί στις,cˈipron dˈote kˌatefθˈian ˌixa vreθˈi stis
/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,121.28,129.92,πρώτες θέσεις εθνική Οπότε από κει τζαί,prˈotes θˈesis ˌeθnicˈi opˈote apˌo cˈi dzˈe
/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,123.92,132.44,πέρα η εξέλιξη ήταν η γνωστή Ε,pˈera i eksˈeliksˌi ˌitan i ɣnostˈi ˈepsilˌon
/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,129.92,136.72,γενικά ήταν από τα λίγα πράγματα που,jˌenikˈa ˌitan apˌo ta lˈiɣa prˈaɣmatˌa pu
/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,132.44,138.64,μέχρι στιγμής έμαθα να προσπαθώ Ε έτσι,mˈexri stiɣmˈis ˈemaθˌa na prˌospaθˈo ˈepsilˌon ˈetsi
/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,136.72,141.84,νιώθω Γιατί στο σχολείο το σχολείο μου,ɲˈoθo jatˈi sto sxolˈio to sxolˈio mu
/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,138.64,145.84,φαινότανε πολύ εύκολο Ε υποχρεώσεις,fenˈotanˌe polˈi ˈefkolˌo ˈepsilˌon ˌipoxreˈosis
/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,141.84,147.72,άλλες έναν παιδί ιδιαίτερες εν έσιει,ˈales ˌenam beðˈi ˌiðiˈeterˌes ˈen ˈesji
/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,145.84,150.36,Στο μόνο που εν ήμουνα τόσον καλή από,sto mˈono pu ˈen ˈimunˌa tˈosoŋ ɡalˈi apˌo
/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,147.72,153.4,την αρκημός ήταν ο στίβος γενικότερα ο,tin ˌarcimˈos ˌitan o stˈivoz jˌenikˈoterˌa ˈomikrˌon
/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,150.36,155.07999999999998,αθλητισμός Ήμουνα καλή αλλά όχιε στο,ˌaθlitismˈos ˈimunˌa kalˈi alˌa ˈoçe sto
/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,153.4,158.04,σημείο που έπρεπε,simˈio pu ˈeprepˌe
/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,155.07999999999998,160.599,Οπότε έμαθα να προσπαθώ τζαί συνέχισα να,opˈote ˈemaθˌa na prˌospaθˈo dzˈe sinˈeçisˌa na
/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,158.04,163.44,προσπαθώ σε σημείο που κάποια μέρα,prˌospaθˈo se simˈio pu kˈapiˌa mˈera
/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,160.599,165.92000000000002,βρέθηκα πρώτα αθλήτρια Ναι Πώς ήταν,vrˈeθikˌa prˈot aθlˈitriˌa nˈe pˈos ˌitan
/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,163.44,168.84,τζείνη η μέρα που βρέθηκες πρωταθλήτρ,dzˈini i mˈera pu vrˈeθicˌes prˌotaθlˈitr
/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,165.92000000000002,172.12,διότι για να γίνεις πρωταθλητής πρέπει,ðiˈoti janˌa jˈinis prˌotaθlitˈis prˈepi
/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,168.84,174.159,να μάθεις να πυθαρχής να αγωνίζεσαι να,na mˈaθiz na pˌiθarçˈiz n ˌaɣonˈizesˌe na
/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,172.12,176.56,προσπαθείς να σηκώνεσαι να πέφτεις,prˌospaθˈiz na sikˈonesˌe na pˈeftis
/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,174.159,179.48,Άρα έρχεται τζείνη η μέρα που γίνεται η,ˈara ˈerçetˌe dzˈini i mˈera pu jˈinetˌe ˈita
/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,176.56,184.08,Μαρία Αριστοτέλος πρωταθλήτρια Ναι Πώς,marˈi ˌaristotˈelos prˌotaθlˈitriˌa nˈe pˈos
/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,179.48,185.159,νιώθεις Ε τρεις ευτυχισμένη να πω,ɲˈoθis ˈepsilˌon trˈis ˌeftiçismˈeni na pˈo
/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,184.08,187.879,Ε,ˈepsilˌon
/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,185.159,190.599,βέβαια ε συνειδητά είχα επιλέξει το,vˈeveˌa ˈepsilˌon sˌiniðitˈa ˌixa ˌepilˈeksi to
/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,187.879,191.519,επικοντό γιατί στο επικοντό το θεωρούσα,ˌepikodˈo jatˈi sto ˌepikodˈo to θˌeorˈusa
/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,190.599,195.519,από τα,apˌo ta
/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,191.519,198.92000000000002,πιο αξιοκρατικά να το πω αθλήματα του,pçˈo ˌaksiˌokratikˈa na to pˈo aθlˈimatˌa tu
/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,195.519,202.48,στίβου γιατί έχεις περάσει πάνω από τον,stˈivu jatˈi ˌeçis perˈasi pˈano apˌo ton
/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,198.92000000000002,205.4,πήχη είναι έγκυρο έχεις κερδίσει Έσιει,pˈiçi ˌine ˈeŋɡirˌo ˌeçis cerðˈisi ˈesji
/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,202.48,207.28,πέσει ο πίχης είναι άκυρο έχεις χάσει,pˈesi o pˈiçis ˌine ˈacirˌo ˌeçis xˈasi
/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,205.4,208.879,εννεν όπως άλλα αγωνίσματα που,ˈenen ˈopos ˈal ˌaɣonˈismatˌa pu
/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,207.28,211.799,μπορείς να ξανακάνεις να ξανακάνεις να,borˈiz na ksˌanakˈaniz na ksˌanakˈaniz na
/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,208.879,214.72,ξανακάνεις ε μία να κερδίσεις μία να,ksˌanakˈanis ˈepsilˌon mˌia na cerðˈisiz mˌia na
/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,211.799,216.92000000000002,χάσεις τζαί να πάει κάπως έτσι Οπότε,xˈasis dzˈe na pˈai kˈapos ˈetsi opˈote
/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,214.72,218.4,αυτό μου άρεσε πάρα πολύ στο επικοντό,aftˈo mu ˈaresˌe pˈara polˈi sto ˌepikodˈo
/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,216.92000000000002,221.879,Αυτό είναι αυτό το έσιει το επικοντό τζαί,aftˈo ˌine aftˈo to ˈesji to ˌepikodˈo dzˈe
/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,218.4,223.56,το αλμαϊσ ύψος Ε οπότε μ άρεσε από,to ˈalmaɪs ˈipsos ˈepsilˌon opˈote mˈi ˈaresˌe apˌo
/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,221.879,224.28,πάντα πάρα πολύ αυτό Το θεωρούσα πάρα,pˈada pˈara polˈi aftˈo to θˌeorˈusa pˈara
/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,223.56,227.72,πολύ,polˈi
/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,224.28,230.4,δικονοθλημα τζαί ενδιαφέρω Ε τζαί επίσης,ðˌikonoθlˈima dzˈe ˌenðiafˈero ˈepsilˌon dzˈe epˈisis
/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,227.72,232.92000000000002,ήθελα πάρα πολύ τρέλα αυτό το άθλημα,ˈiθelˌa pˈara polˈi trˈel aftˈo to ˈaθlimˌa
/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,230.4,236.04,Οπότε θαρκούμαι ήταν κομμένο στα μέτρα μου,opˈote θarkˈume ˌitaŋ ɡomˈeno sta mˈetra mu
/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,232.92000000000002,238.4,Άρα η Μαρία έσιει πολύ Ναι τζαί,ˈara i marˈia ˈesji polˈi nˈe dzˈe
/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,236.04,241.439,βαριόμουνα τζαί πάρα πολύ εύκολα άμα κάτι,vˌariˈomunˌa dzˈe pˈara polˈi ˈefkol ˈama kˈati
/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,238.4,245.68,ήτανε συνετό Ναι,ˈitanˌe sˌinetˈo nˈe
/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,241.439,247.2,Θυμάμαι μια φορά είχα έρθει πρώτη ε στα,θimˈame mɲa forˈa ˌixa ˈerθi prˈoti ˈepsilˌon sta
/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,245.68,250.48,γυμνάσια Λίκια εν θυμάμαι τώρα σε,jimnˈasja lˈica ˈen θimˈame tˈora se
/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,247.2,253.159,εκείνες τις ηλικίες στο σχολείο Ε,ecˈines tis ˌilicˈies sto sxolˈio ˈepsilˌon
/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,250.48,255.04,πηγαίνομαι πίσω στο σχολείο τζαί μου,pijˈenomˌe pˈiso sto sxolˈio dzˈe mu
/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,253.159,258.56,λέγανε τα υπόλοιπα παιδιά μπράβο μπράβο,lˈeɣanˌe ta ipˈolipˌa pˌeðiˈa brˈavo brˈavo
/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,255.04,263.16,μπράβο Ήτανε μία πουρέκκα που μου λέει ε,brˈavo ˈitanˌe mˌia purˈeka pu mu lˈei ˈepsilˌon
/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,258.56,265.6,Μαρία άκουσα ότι ήρθες πρώτη Λαλώ ναι,marˈi ˈakusˌa ˈoti ˈirθes prˈoti lalˈo nˈe
/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,263.16,268.759,Ε μου λέει Ε ναι αλλά εν ήσουν,ˈepsilˌon mu lˈei ˈepsilˌon nˈe alˌa ˈen ˌisun
/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,265.6,271.6,μονή σου Λαλώ της Ναι Μου λέει,monˈi su lalˈo tiz nˈe mu lˈei
/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,268.759,273.08,Τζαί τζαί χαίρεσαι Της λαλώ Ναι αλλά,dzˈe dzˈe çˈeresˌe tiz lalˈo nˈe alˌa
/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,271.6,275.919,ας ερχόσουν τζαί εσύ τζαί ας ερχόμουν τζαί,ˈas erxˈosun dzˈe esˈi dzˈe ˈas erxˈomun dzˈe
/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,273.08,279.28,δεύτερη εν πειράζει Ε εμένα με,ðˈefterˌi ˈem birˈazi ˈepsilˌon emˈena me
/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,275.919,283.08,έβλεπε έτσι Το λέει υχαρητήρια τζαί,ˈevlepˌe ˈetsi to lˈei ˌixaritˈiriˌa dzˈe
/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,279.28,286.52,φεύγει Ντάξει εγώ γελούσα Ε είσαι,fˈevji dˈaksi eɣˈo jelˈusa ˈepsilˌon ˌise
/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,283.08,290.919,ένα άτομο που στο λίγο διάστημα που μιλώ,ˌen ˈatomˌo pu sto lˈiɣo ðiˈastimˌa pu milˈo
/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,286.52,294.4,μαζί σου ε γελάς Είσαι αισιόδοξη,mazˌi su ˈepsilˌon jelˈas ˌise esjˈoðoksˌi
/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,290.919,297.24,Κάποιος έννα μπορούσε να πει ότι μια,kˈapiˌos ˈena borˈuse na pˈi ˈoti mɲa
/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,294.4,300.08,δύσκολη δοκιμασία μπορεί να ρίξει τον,ðˈiskolˌi ðˌocimasˈia borˈi na rˈiksi ton
/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,297.24,303.28,άνθρωπο τζαί να τον κρατά τα πατώματα,ˈanθropˌo dzˈe na toŋ ɡratˈa ta patˈomatˌa
/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,300.08,306.8,Οπότε ερχόμενη στην δική σου τη,opˈote erxˈomenˌi stin ðicˈi su ti
/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,303.28,309.32,δοκιμασία Εμ έρχεται μια μέρα που,ðˌocimasˈia ˈem ˈerçetˌe mɲa mˈera pu
/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,306.8,313.24,ουσιαστικά υποψιάζεσαι ότι κάτι εν πάει,ˌusjastikˈa ˌipopsiˈazesˌe ˈoti kˈati ˈem bˈai
/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,309.32,315.12,καλά Ήντα κάνεις πώς το διαχειρίζεσαι,kalˈa ˈida kˈanis pˈos to ðˌiaçirˈizesˌe
/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,313.24,316.88,Μιλούμε για τη συγκεκριμένη περίπτωση,milˈume jˈa ti sˌiŋɡekrimˈeni perˈiptosˌi
/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,315.12,318.68,γιατί σε αυτή την περίπτωση όταν πήγα,jatˈi se aftˈi tim berˈiptosˌi ˈotam bˈiɣa
/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,316.88,321.199,στο γιατρό την πρώτη φορά εν περίμενα,sto jatrˈo tim brˈoti forˈa ˈem berˈimenˌa
/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,318.68,324.039,τίποτα εν περίμενα κάποια διάγνωση,tˈipotˌa ˈem berˈimenˌa kˈapiˌa ðiˈaɣnosˌi
/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,321.199,326.6,Σίγουρα εν περιμέναμεν αυτόν που ήρθεν,sˈiɣurˌa ˈem bˌerimˈenamˌen aftˈom bu ˈirθen
/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,324.039,327.72,κυρίως σε ότι αφορά τη δική μου τη ζωή,cirˈios se ˈoti ˌaforˈa ti ðicˈi mu ti zoˈi
/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,326.6,330.4,Ε,ˈepsilˌon
/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,327.72,334.199,οπότε όι ότι με ένοιαζεν εντέλει ότι,opˈote ˈoɪ ˈoti me ˈeɲazˌen edˈeli ˈoti
/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,330.4,336.639,αυτή ήταν η διάγνωση για να μην ε,aftˈi ˌitan i ðiˈaɣnosˌi janˌa mˈin ˈepsilˌon
/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,334.199,341.0,παρερμηνεύουμε τα πράγματα,pˌarerminˈevumˌe ta prˈaɣmatˌa
/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,336.639,346.039,Ε όμως με βοήθησε πάρα πολύ ότι ήξερα το,ˈepsilˌon ˈomoz me voˈiθisˌe pˈara polˈi ˈoti ˈikserˌa to
/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,341.0,346.039,σώμα μου τόσον καλά Ε κατά τα,sˈoma mu tˈosoŋ ɡalˈa ˈepsilˌon katˈa ta
/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,346.36,352.759,άλλα ε όλοι έννα περάσουμε δυσκολίες,ˈala ˈepsilˌon ˈoli ˈena perˈasumˌe ðˌiskolˈies
/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,349.4,354.84000000000003,Όλοι έννα περάσουμε διαφορετικές δυσκολίες,ˈoli ˈena perˈasumˌe ðˌiafˌoreticˈez ðˌiskolˈies
/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,352.759,358.479,σε άλλα σε άλλους τομείς σε άλλα,se ˈala se ˈalus tomˈis se ˈala
/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,354.84000000000003,360.84,πράγματα ο καθένας αλλά εννεν,prˈaɣmatˌa o kaθˈenas alˌa ˈenen
/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,358.479,363.52,κάποιος ε εν είχε κάποιος το μαγικό,kˈapiˌos ˈepsilˌon ˈen ˌiçe kˈapiˌos to mˌajikˈo
/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,360.84,366.08,φίλτρο ότι εγώ εν έννα το πάθω αυτό,fˈiltro ˈoti eɣˈo ˈen ˈena to pˈaθo aftˈo
/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,363.52,368.319,Ε οπότε ναι ήρθε,ˈepsilˌon opˈote nˈe ˈirθe
/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,366.08,370.039,λίγον φυσικά μπορούμε να πούμε ότι,lˈiɣon fˌisikˈa borˈume na pˈume ˈoti
/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,368.319,371.96,έρχεται φυσικά μια διάγνωση ενός,ˈerçetˌe fˌisikˈa mɲa ðiˈaɣnosˌi enˌos
/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,370.039,373.52,καρκίνου σαν το δικό μου που εν υπάρχει,karcˈinu sˈan do ðikˈo mu pu ˈen ipˈarçi
/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,371.96,375.599,πουθεν άλλου Αν μπορούμε να το πούμε να,pˈuθen ˈalu an borˈume na to pˈume na
/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,373.52,379.479,το πούμε αυτό Πρέπει να σταθούμε λίγο,to pˈume aftˈo prˈepi na staθˈume lˈiɣo
/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,375.599,381.8,σε αυτό το τιτσίν Συνήθως ένας ασθενής,se aftˈo to titsˈin sinˈiθos ˌenas ˌasθenˈis
/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,379.479,384.12,το άκουσμα της,to ˈakusmˌa tis
/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,381.8,387.599,διάγνωσης αν έσιει αυτά τα δεδομένα,ðiˈaɣnosˌis an ˈesji aftˈa ta ðˌeðomˈena
/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,384.12,390.039,στην εξίσωση τα αρνητικά τα δύσκολα,stin eksˈisosˌi t ˌarnitikˈa ta ðˈiskolˌa
/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,387.599,393.12,ε σοκάρεται,ˈepsilˌon sokˈaretˌe
/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,390.039,394.96,απογοητεύεται ε σκέφτεται τον εαυτόν,ˌapoɣoɪtˈevetˌe ˈepsilˌon scˈeftetˌe ton ˌeaftˈon
/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,393.12,398.639,του πρώτα την οικογένειά του αν έσιει,tu prˈota tin ˌikojˈeɲˈa tu an ˈesji
